# `dist`      the number of odd-to-odd Collatz for n steps to reach 1
# `n`         a positive odd integer
# `factors`   the prime factors of n
# `ocldist`   the Collatz odd-to-odd distance of the odd core of n-1
# `nl`        the odd core valuation of the even number n-1 to the left of odd n
# `ofactorsl` the odd prime factors of n-1
# `ocrdist`   the Collatz odd-to-odd distance of the odd core of n+1
# `nr`        the odd core valuation of the even number n+1 to the right of odd n
# `ofactorsr` the odd prime factors of n+1
# `tcn`       the nearest "ternary core", among (0, 1, 2), after dividing out powers of three
# `base2`     the binary representation of n
# `base3`     the ternary representation of n
# `base5`     the base-5 representation of n
# `base7`     the base-7 representation of n
# `m*`        the prime residues of n modulo a set of primes
# `pre_total` the total number of preimages of n under the odd-to-odd Collatz map

dist,     n, factors,       ocldist,        nl, ofactorsl,    ocrdist,        nr, ofactorsr,      tcn,           base2,      base3,   base5,  base7, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, m37, m41, pre_total
  51,  7741, {7741},             51,  (1935 2), {3 5 43},          39,  (3871 1), {7 79},         860,   1111000111101,  101121201,  221431,  31366, 1,  1,  6,  8,   6,   6,   8,   13,  27,  22,  8,   33,          0
  39,  7743, {3 29 89},          39,  (3871 1), {7 79},            34,   (121 6), {11},          2581,   1111000111111,  101121210,  221433,  31401, 0,  3,  1,  10,  8,   8,   10,  15,  0,   24,  10,  35,          0
  15,  7747, {61 127},           15,  (3873 1), {3 1291},          15,  (1937 2), {13 149},      2582,   1111001000011,  101121221,  221442,  31405, 1,  2,  5,  3,   12,  12,  14,  19,  4,   28,  14,  39,          0
  15,  7749, {3 7 41},           15,  (1937 2), {13 149},          15,  (3875 1), {5 31},         287,   1111001000101,  101122000,  221444,  31410, 0,  4,  0,  5,   1,   14,  16,  21,  6,   30,  16,  0,           0
  15,  7755, {3 5 11 47},        15,  (3877 1), {3877},            15,  (1939 2), {7 277},       2585,   1111001001011,  101122020,  222010,  31416, 0,  0,  6,  0,   7,   3,   3,   4,   12,  5,   22,  6,           0
  51,  7761, {3 13 199},         34,   (485 4), {5 97},            51,  (3881 1), {3881},        2587,   1111001010001,  101122110,  222021,  31425, 0,  1,  5,  6,   0,   9,   9,   10,  18,  11,  28,  12,          0
  34,  7765, {5 1553},           34,  (1941 2), {3 647},           15,  (3883 1), {11 353},      2588,   1111001010101,  101122121,  222030,  31432, 1,  0,  2,  10,  4,   13,  13,  14,  22,  15,  32,  16,          0
  15,  7767, {3 863},            15,  (3883 1), {11 353},          10,   (971 3), {971},          863,   1111001010111,  101122200,  222032,  31434, 0,  2,  4,  1,   6,   15,  15,  16,  24,  17,  34,  18,          0
  10,  7773, {3 2591},           10,  (1943 2), {29 67},           15,  (3887 1), {13 23},       2591,   1111001011101,  101122220,  222043,  31443, 0,  3,  3,  7,   12,  4,   2,   22,  1,   23,  3,   24,          0
  27,  7777, {7 11 101},         34,   (243 5), {3},               10,  (3889 1), {3889},          32,   1111001100001,  101200001,  222102,  31450, 1,  2,  0,  0,   3,   8,   6,   3,   5,   27,  7,   28,          0
  10,  7779, {3 2593},           10,  (3889 1), {3889},            10,  (1945 2), {5 389},       2593,   1111001100011,  101200010,  222104,  31452, 0,  4,  2,  2,   5,   10,  8,   5,   7,   29,  9,   30,          0
  27,  7783, {43 181},           10,  (3891 1), {3 1297},          34,   (973 3), {7 139},       2594,   1111001100111,  101200021,  222113,  31456, 1,  3,  6,  6,   9,   14,  12,  9,   11,  2,   13,  34,          0
  80,  7785, {3 5 173},          34,   (973 3), {7 139},           34,  (3893 1), {17 229},       865,   1111001101001,  101200100,  222120,  31461, 0,  0,  1,  8,   11,  16,  14,  11,  13,  4,   15,  36,          0
  22,  7791, {3 7 53},           27,  (3895 1), {5 19 41},         51,   (487 4), {487},         2597,   1111001101111,  101200120,  222131,  31500, 0,  1,  0,  3,   4,   5,   1,   17,  19,  10,  21,  1,           0
  51,  7795, {5 1559},           51,  (3897 1), {3 433},           51,  (1949 2), {1949},         866,   1111001110011,  101200201,  222140,  31504, 1,  0,  4,  7,   8,   9,   5,   21,  23,  14,  25,  5,           0
  51,  7797, {3 23 113},         51,  (1949 2), {1949},            51,  (3899 1), {7 557},       2599,   1111001110101,  101200210,  222142,  31506, 0,  2,  6,  9,   10,  11,  7,   0,   25,  16,  27,  7,           0
  51,  7801, {29 269},           51,   (975 3), {3 5 13},          51,  (3901 1), {47 83},       2600,   1111001111001,  101200221,  222201,  31513, 1,  1,  3,  2,   1,   15,  11,  4,   0,   20,  31,  11,          0
  51,  7803, {3 17},             51,  (3901 1), {47 83},           63,  (1951 2), {1951},         289,   1111001111011,  101201000,  222203,  31515, 0,  3,  5,  4,   3,   0,   13,  6,   2,   22,  33,  13,          0
  51,  7809, {3 19 137},          5,    (61 7), {61},              34,  (3905 1), {5 11 71},     2603,   1111010000001,  101201020,  222214,  31524, 0,  4,  4,  10,  9,   6,   0,   12,  8,   28,  2,   19,          0
  46,  7815, {3 5 521},          10,  (3907 1), {3907},            34,   (977 3), {977},         2605,   1111010000111,  101201110,  222230,  31533, 0,  0,  3,  5,   2,   12,  6,   18,  14,  3,   8,   25,          0
  10,  7819, {7 1117},           34,  (3909 1), {3 1303},          34,  (1955 2), {5 17 23},     2606,   1111010001011,  101201121,  222234,  31540, 1,  4,  0,  9,   6,   16,  10,  22,  18,  7,   12,  29,          0
  34,  7821, {3 11 79},          34,  (1955 2), {5 17 23},         27,  (3911 1), {3911},         869,   1111010001101,  101201200,  222241,  31542, 0,  1,  2,  0,   8,   1,   12,  1,   20,  9,   14,  31,          0
  51,  7827, {3 2609},           51,  (3913 1), {7 13 43},         15,  (1957 2), {19 103},      2609,   1111010010011,  101201220,  222302,  31551, 0,  2,  1,  6,   1,   7,   18,  7,   26,  15,  20,  37,          0
  34,  7831, {41 191},           34,  (3915 1), {3 5 29},          15,   (979 3), {11 89},        290,   1111010010111,  101202001,  222311,  31555, 1,  1,  5,  10,  5,   11,  3,   11,  1,   19,  24,  0,           0
  17,  7833, {3 7 373},          15,   (979 3), {11 89},           15,  (3917 1), {3917},        2611,   1111010011001,  101202010,  222313,  31560, 0,  3,  0,  1,   7,   13,  5,   13,  3,   21,  26,  2,           0
  27,  7837, {17 461},           27,  (1959 2), {3 653},           27,  (3919 1), {3919},        2612,   1111010011101,  101202021,  222322,  31564, 1,  2,  4,  5,   11,  0,   9,   17,  7,   25,  30,  6,           0
  27,  7839, {3 13 67},          27,  (3919 1), {3919},             5,   (245 5), {5 7},          871,   1111010011111,  101202100,  222324,  31566, 0,  4,  6,  7,   0,   2,   11,  19,  9,   27,  32,  8,           0
  63,  7845, {3 5 523},          63,  (1961 2), {37 53},           63,  (3923 1), {3923},        2615,   1111010100101,  101202120,  222340,  31605, 0,  0,  5,  2,   6,   8,   17,  2,   15,  2,   1,   14,          0
  44,  7849, {47 167},            5,   (981 3), {3 109},            5,  (3925 1), {5 157},        872,   1111010101001,  101202201,  222344,  31612, 1,  4,  2,  6,   10,  12,  2,   6,   19,  6,   5,   18,          0
  27,  7851, {3 2617},            5,  (3925 1), {5 157},           27,  (1963 2), {13 151},      2617,   1111010101011,  101202210,  222401,  31614, 0,  1,  4,  8,   12,  14,  4,   8,   21,  8,   7,   20,          0
  27,  7855, {5 1571},           27,  (3927 1), {3 7 11 17},       51,   (491 4), {491},         2618,   1111010101111,  101202221,  222410,  31621, 1,  0,  1,  1,   3,   1,   8,   12,  25,  12,  11,  24,          0
  34,  7857, {3 97},             51,   (491 4), {491},             34,  (3929 1), {3929},          97,   1111010110001,  101210000,  222412,  31623, 0,  2,  3,  3,   5,   3,   10,  14,  27,  14,  13,  26,          0
  27,  7863, {3 2621},           27,  (3931 1), {3931},            51,   (983 3), {983},         2621,   1111010110111,  101210020,  222423,  31632, 0,  3,  2,  9,   11,  9,   16,  20,  4,   20,  19,  32,          0
  34,  7869, {3 43 61},          34,  (1967 2), {7 281},           34,  (3935 1), {5 787},       2623,   1111010111101,  101210110,  222434,  31641, 0,  4,  1,  4,   4,   15,  3,   3,   10,  26,  25,  38,          0
  51,  7873, {7873},             15,   (123 6), {3 41},            44,  (3937 1), {31 127},      2624,   1111011000001,  101210121,  222443,  31645, 1,  3,  5,  8,   8,   2,   7,   7,   14,  30,  29,  1,           0
  44,  7875, {3 5 7},            44,  (3937 1), {31 127},           5,  (1969 2), {11 179},       875,   1111011000011,  101210200,  223000,  31650, 0,  0,  0,  10,  10,  4,   9,   9,   16,  1,   31,  3,           0
  51,  7881, {3 37 71},           5,   (985 3), {5 197},            5,  (3941 1), {7 563},       2627,   1111011001001,  101210220,  223011,  31656, 0,  1,  6,  5,   3,   10,  15,  15,  22,  7,   0,   9,           0
   5,  7885, {5 19 83},           5,  (1971 2), {3 73},            63,  (3943 1), {3943},         292,   1111011001101,  101211001,  223020,  31663, 1,  0,  3,  9,   7,   14,  0,   19,  26,  11,  4,   13,          0
  63,  7887, {3 11 239},         63,  (3943 1), {3943},            15,   (493 4), {17 29},       2629,   1111011001111,  101211010,  223022,  31665, 0,  2,  5,  0,   9,   16,  2,   21,  28,  13,  6,   15,          0
  34,  7891, {13 607},           34,  (3945 1), {3 5 263},         15,  (1973 2), {1973},        2630,   1111011010011,  101211021,  223031,  32002, 1,  1,  2,  4,   0,   3,   6,   2,   3,   17,  10,  19,          0
  15,  7893, {3 877},            15,  (1973 2), {1973},            68,  (3947 1), {3947},         877,   1111011010101,  101211100,  223033,  32004, 0,  3,  4,  6,   2,   5,   8,   4,   5,   19,  12,  21,          0
  34,  7899, {3 2633},           10,  (3949 1), {11 359},          10,  (1975 2), {5 79},        2633,   1111011011011,  101211120,  223044,  32013, 0,  4,  3,  1,   8,   11,  14,  10,  11,  25,  18,  27,          0
  24,  7903, {7 1129},           24,  (3951 1), {3 439},           15,   (247 5), {13 19},        878,   1111011011111,  101211201,  223103,  32020, 1,  3,  0,  5,   12,  15,  18,  14,  15,  29,  22,  31,          0
  68,  7905, {3 5 17 31},        15,   (247 5), {13 19},           15,  (3953 1), {59 67},       2635,   1111011100001,  101211210,  223110,  32022, 0,  0,  2,  7,   1,   0,   1,   16,  17,  0,   24,  33,          0
  51,  7909, {11 719},           51,  (1977 2), {3 659},           51,  (3955 1), {5 7 113},     2636,   1111011100101,  101211221,  223114,  32026, 1,  4,  6,  0,   5,   4,   5,   20,  21,  4,   28,  37,          0
  24,  7911, {3 293},            51,  (3955 1), {5 7 113},         15,   (989 3), {23 43},        293,   1111011100111,  101212000,  223121,  32031, 0,  1,  1,  2,   7,   6,   7,   22,  23,  6,   30,  39,          0
  51,  7917, {3 7 13 29},        51,  (1979 2), {1979},            51,  (3959 1), {37 107},      2639,   1111011101101,  101212020,  223132,  32040, 0,  2,  0,  8,   0,   12,  13,  5,   0,   12,  36,  4,           0
  15,  7923, {3 19 139},         15,  (3961 1), {17 233},          34,  (1981 2), {7 283},       2641,   1111011110011,  101212110,  223143,  32046, 0,  3,  6,  3,   6,   1,   0,   11,  6,   18,  5,   10,          0
  15,  7927, {7927},             15,  (3963 1), {3 1321},          34,   (991 3), {991},         2642,   1111011110111,  101212121,  223202,  32053, 1,  2,  3,  7,   10,  5,   4,   15,  10,  22,  9,   14,          0
  51,  7929, {3 881},            34,   (991 3), {991},             34,  (3965 1), {5 13 61},      881,   1111011111001,  101212200,  223204,  32055, 0,  4,  5,  9,   12,  7,   6,   17,  12,  24,  11,  16,          0
  44,  7935, {3 5 23},           15,  (3967 1), {3967},            39,    (31 8), {31},          2645,   1111011111111,  101212220,  223220,  32064, 0,  0,  4,  4,   5,   13,  12,  0,   18,  30,  17,  22,          0
  51,  7939, {17 467},           51,  (3969 1), {3 7},             15,  (1985 2), {5 397},         98,   1111100000011,  101220001,  223224,  32101, 1,  4,  1,  8,   9,   0,   16,  4,   22,  3,   21,  26,          0
  15,  7941, {3 2647},           15,  (1985 2), {5 397},           15,  (3971 1), {11 19},       2647,   1111100000101,  101220010,  223231,  32103, 0,  1,  3,  10,  11,  2,   18,  6,   24,  5,   23,  28,          0
  15,  7947, {3 883},            32,  (3973 1), {29 137},          32,  (1987 2), {1987},         883,   1111100001011,  101220100,  223242,  32112, 0,  2,  2,  5,   4,   8,   5,   12,  1,   11,  29,  34,          0
  32,  7953, {3 11 241},          5,   (497 4), {7 71},            51,  (3977 1), {41 97},       2651,   1111100010001,  101220120,  223303,  32121, 0,  3,  1,  0,   10,  14,  11,  18,  7,   17,  35,  40,          0
   5,  7957, {73 109},            5,  (1989 2), {3 13 17},         32,  (3979 1), {23 173},       884,   1111100010101,  101220201,  223312,  32125, 1,  2,  5,  4,   1,   1,   15,  22,  11,  21,  2,   3,           0
  32,  7959, {3 7 379},          32,  (3979 1), {23 173},           5,   (995 3), {5 199},       2653,   1111100010111,  101220210,  223314,  32130, 0,  4,  0,  6,   3,   3,   17,  1,   13,  23,  4,   5,           0
  92,  7963, {7963},              5,  (3981 1), {3 1327},          15,  (1991 2), {11 181},      2654,   1111100011011,  101220221,  223323,  32134, 1,  3,  4,  10,  7,   7,   2,   5,   17,  27,  8,   9,           0
  15,  7965, {3 5 59},           15,  (1991 2), {11 181},          15,  (3983 1), {7 569},        295,   1111100011101,  101221000,  223330,  32136, 0,  0,  6,  1,   9,   9,   4,   7,   19,  29,  10,  11,          0
  15,  7971, {3 2657},           15,  (3985 1), {5 797},           15,  (1993 2), {1993},        2657,   1111100100011,  101221020,  223341,  32145, 0,  1,  5,  7,   2,   15,  10,  13,  25,  4,   16,  17,          0
  15,  7977, {3 2659},           15,   (997 3), {997},             15,  (3989 1), {3989},        2659,   1111100101001,  101221110,  223402,  32154, 0,  2,  4,  2,   8,   4,   16,  19,  2,   10,  22,  23,          0
  15,  7981, {23 347},           15,  (1995 2), {3 5 7 19},        15,  (3991 1), {13 307},      2660,   1111100101101,  101221121,  223411,  32161, 1,  1,  1,  6,   12,  8,   1,   0,   6,   14,  26,  27,          0
  15,  7983, {3 887},            15,  (3991 1), {13 307},          15,   (499 4), {499},          887,   1111100101111,  101221200,  223413,  32163, 0,  3,  3,  8,   1,   10,  3,   2,   8,   16,  28,  29,          0
  15,  7989, {3 2663},           15,  (1997 2), {1997},            27,  (3995 1), {5 17 47},     2663,   1111100110101,  101221220,  223424,  32202, 0,  4,  2,  3,   7,   16,  9,   8,   14,  22,  34,  35,          0
  27,  7993, {7993},             15,   (999 3), {3 37},            15,  (3997 1), {7 571},        296,   1111100111001,  101222001,  223433,  32206, 1,  3,  6,  7,   11,  3,   13,  12,  18,  26,  1,   39,          0
  15,  7995, {3 5 13 41},        15,  (3997 1), {7 571},           15,  (1999 2), {1999},        2665,   1111100111011,  101222010,  223440,  32211, 0,  0,  1,  9,   0,   5,   15,  14,  20,  28,  3,   0,           0
  68,  7999, {19 421},           68,  (3999 1), {3 31 43},         39,   (125 6), {5},           2666,   1111100111111,  101222021,  223444,  32215, 1,  4,  5,  2,   4,   9,   0,   18,  24,  1,   7,   4,           0
  15,  8001, {3 7 127},          39,   (125 6), {5},               12,  (4001 1), {4001},         889,   1111101000001,  101222100,  224001,  32220, 0,  1,  0,  4,   6,   11,  2,   20,  26,  3,   9,   6,           0
  12,  8007, {3 17 157},         15,  (4003 1), {4003},            51,  (1001 3), {7 11 13},     2669,   1111101000111,  101222120,  224012,  32226, 0,  2,  6,  10,  12,  0,   8,   3,   3,   9,   15,  12,          0
  15,  8011, {8011},             51,  (4005 1), {3 5 89},          51,  (2003 2), {2003},         890,   1111101001011,  101222201,  224021,  32233, 1,  1,  3,  3,   3,   4,   12,  7,   7,   13,  19,  16,          0
  51,  8013, {3 2671},           51,  (2003 2), {2003},            12,  (4007 1), {4007},        2671,   1111101001101,  101222210,  224023,  32235, 0,  3,  5,  5,   5,   6,   14,  9,   9,   15,  21,  18,          0
  51,  8017, {8017},             39,   (501 4), {3 167},           56,  (4009 1), {19 211},      2672,   1111101010001,  101222221,  224032,  32242, 1,  2,  2,  9,   9,   10,  18,  13,  13,  19,  25,  22,          0
  56,  8019, {3 11},             56,  (4009 1), {19 211},          39,  (2005 2), {5 401},         11,   1111101010011,  102000000,  224034,  32244, 0,  4,  4,  0,   11,  12,  1,   15,  15,  21,  27,  24,          0
  12,  8025, {3 5 107},          12,  (1003 3), {17 59},           12,  (4013 1), {4013},        2675,   1111101011001,  102000020,  224100,  32253, 0,  0,  3,  6,   4,   1,   7,   21,  21,  27,  33,  30,          0
  12,  8031, {3 2677},           12,  (4015 1), {5 11 73},         22,   (251 5), {251},         2677,   1111101011111,  102000110,  224111,  32262, 0,  1,  2,  1,   10,  7,   13,  4,   27,  2,   2,   36,          0
   5,  8035, {5 1607},            5,  (4017 1), {3 13 103},         5,  (2009 2), {7 41},        2678,   1111101100011,  102000121,  224120,  32266, 1,  0,  6,  5,   1,   11,  17,  8,   2,   6,   6,   40,          0
   5,  8037, {3 19 47},           5,  (2009 2), {7 41},             5,  (4019 1), {4019},         893,   1111101100101,  102000200,  224122,  32301, 0,  2,  1,  7,   3,   13,  0,   10,  4,   8,   8,   1,           0
  15,  8043, {3 7 383},          22,  (4021 1), {4021},            12,  (2011 2), {2011},        2681,   1111101101011,  102000220,  224133,  32310, 0,  3,  0,  2,   9,   2,   6,   16,  10,  14,  14,  7,           0
  12,  8047, {13 619},           12,  (4023 1), {3 149},           22,   (503 4), {503},          298,   1111101101111,  102001001,  224142,  32314, 1,  2,  4,  6,   0,   6,   10,  20,  14,  18,  18,  11,          0
  22,  8049, {3 2683},           22,   (503 4), {503},             22,  (4025 1), {5 7 23},      2683,   1111101110001,  102001010,  224144,  32316, 0,  4,  6,  8,   2,   8,   12,  22,  16,  20,  20,  13,          0
  22,  8053, {8053},             22,  (2013 2), {3 11 61},         22,  (4027 1), {4027},        2684,   1111101110101,  102001021,  224203,  32323, 1,  3,  3,  1,   6,   12,  16,  3,   20,  24,  24,  17,          0
