# `n`             a positive integer
# `factorization` the prime factorization of n, including exponents
# `primeness`     notes if n is a prime, prime power, radical, radical power, or primorial

     n, factorization, primeness
  2852, 2² 23 31,      
  2853, 3² 317,        
  2854, 2 1427,        radical
  2855, 5 571,         radical
  2856, 2³ 3 7 17,     
  2857, 2857,          prime
  2858, 2 1429,        radical
  2859, 3 953,         radical
  2860, 2² 5 11 13,    
  2861, 2861,          prime
  2862, 2 3³ 53,       
  2863, 7 409,         radical
  2864, 2⁴ 179,        
  2865, 3 5 191,       radical
  2866, 2 1433,        radical
  2867, 47 61,         radical
  2868, 2² 3 239,      
  2869, 19 151,        radical
  2870, 2 5 7 41,      radical
  2871, 3² 11 29,      
  2872, 2³ 359,        
  2873, 13² 17,        
  2874, 2 3 479,       radical
  2875, 5³ 23,         
  2876, 2² 719,        
  2877, 3 7 137,       radical
  2878, 2 1439,        radical
  2879, 2879,          prime
  2880, 2⁶ 3² 5,       
  2881, 43 67,         radical
  2882, 2 11 131,      radical
  2883, 3 31²,         
  2884, 2² 7 103,      
  2885, 5 577,         radical
  2886, 2 3 13 37,     radical
  2887, 2887,          prime
  2888, 2³ 19²,        
  2889, 3³ 107,        
  2890, 2 5 17²,       
  2891, 7² 59,         
  2892, 2² 3 241,      
  2893, 11 263,        radical
  2894, 2 1447,        radical
  2895, 3 5 193,       radical
  2896, 2⁴ 181,        
  2897, 2897,          prime
  2898, 2 3² 7 23,     
  2899, 13 223,        radical
  2900, 2² 5² 29,      
  2901, 3 967,         radical
  2902, 2 1451,        radical
  2903, 2903,          prime
  2904, 2³ 3 11²,      
  2905, 5 7 83,        radical
  2906, 2 1453,        radical
  2907, 3² 17 19,      
  2908, 2² 727,        
  2909, 2909,          prime
  2910, 2 3 5 97,      radical
  2911, 41 71,         radical
  2912, 2⁵ 7 13,       
  2913, 3 971,         radical
  2914, 2 31 47,       radical
  2915, 5 11 53,       radical
  2916, 2² 3⁶,         
  2917, 2917,          prime
  2918, 2 1459,        radical
  2919, 3 7 139,       radical
  2920, 2³ 5 73,       
  2921, 23 127,        radical
  2922, 2 3 487,       radical
  2923, 37 79,         radical
  2924, 2² 17 43,      
  2925, 3² 5² 13,      
  2926, 2 7 11 19,     radical
  2927, 2927,          prime
  2928, 2⁴ 3 61,       
  2929, 29 101,        radical
  2930, 2 5 293,       radical
  2931, 3 977,         radical
  2932, 2² 733,        
  2933, 7 419,         radical
  2934, 2 3² 163,      
  2935, 5 587,         radical
  2936, 2³ 367,        
  2937, 3 11 89,       radical
  2938, 2 13 113,      radical
  2939, 2939,          prime
  2940, 2² 3 5 7²,     
  2941, 17 173,        radical
  2942, 2 1471,        radical
  2943, 3³ 109,        
  2944, 2⁷ 23,         
  2945, 5 19 31,       radical
  2946, 2 3 491,       radical
  2947, 7 421,         radical
  2948, 2² 11 67,      
  2949, 3 983,         radical
  2950, 2 5² 59,       
  2951, 13 227,        radical
  2952, 2³ 3² 41,      
  2953, 2953,          prime
  2954, 2 7 211,       radical
  2955, 3 5 197,       radical
  2956, 2² 739,        
  2957, 2957,          prime
  2958, 2 3 17 29,     radical
  2959, 11 269,        radical
  2960, 2⁴ 5 37,       
  2961, 3² 7 47,       
  2962, 2 1481,        radical
  2963, 2963,          prime
  2964, 2² 3 13 19,    
  2965, 5 593,         radical
  2966, 2 1483,        radical
  2967, 3 23 43,       radical
  2968, 2³ 7 53,       
  2969, 2969,          prime
  2970, 2 3³ 5 11,     
  2971, 2971,          prime
  2972, 2² 743,        
  2973, 3 991,         radical
  2974, 2 1487,        radical
  2975, 5² 7 17,       
  2976, 2⁵ 3 31,       
  2977, 13 229,        radical
  2978, 2 1489,        radical
  2979, 3² 331,        
  2980, 2² 5 149,      
  2981, 11 271,        radical
  2982, 2 3 7 71,      radical
  2983, 19 157,        radical
  2984, 2³ 373,        
  2985, 3 5 199,       radical
  2986, 2 1493,        radical
  2987, 29 103,        radical
  2988, 2² 3² 83,      
  2989, 7² 61,         
  2990, 2 5 13 23,     radical
  2991, 3 997,         radical
  2992, 2⁴ 11 17,      
  2993, 41 73,         radical
  2994, 2 3 499,       radical
  2995, 5 599,         radical
  2996, 2² 7 107,      
  2997, 3⁴ 37,         
  2998, 2 1499,        radical
  2999, 2999,          prime
  3000, 2³ 3 5³,       
  3001, 3001,          prime
  3002, 2 19 79,       radical
  3003, 3 7 11 13,     radical
  3004, 2² 751,        
  3005, 5 601,         radical
  3006, 2 3² 167,      
  3007, 31 97,         radical
  3008, 2⁶ 47,         
  3009, 3 17 59,       radical
  3010, 2 5 7 43,      radical
  3011, 3011,          prime
  3012, 2² 3 251,      
  3013, 23 131,        radical
  3014, 2 11 137,      radical
  3015, 3² 5 67,       
  3016, 2³ 13 29,      
  3017, 7 431,         radical
  3018, 2 3 503,       radical
  3019, 3019,          prime
  3020, 2² 5 151,      
  3021, 3 19 53,       radical
  3022, 2 1511,        radical
  3023, 3023,          prime
  3024, 2⁴ 3³ 7,       
  3025, 5² 11²,        radical power
  3026, 2 17 89,       radical
  3027, 3 1009,        radical
  3028, 2² 757,        
  3029, 13 233,        radical
  3030, 2 3 5 101,     radical
  3031, 7 433,         radical
  3032, 2³ 379,        
  3033, 3² 337,        
  3034, 2 37 41,       radical
  3035, 5 607,         radical
  3036, 2² 3 11 23,    
  3037, 3037,          prime
  3038, 2 7² 31,       
  3039, 3 1013,        radical
  3040, 2⁵ 5 19,       
  3041, 3041,          prime
  3042, 2 3² 13²,      
  3043, 17 179,        radical
  3044, 2² 761,        
  3045, 3 5 7 29,      radical
  3046, 2 1523,        radical
  3047, 11 277,        radical
  3048, 2³ 3 127,      
  3049, 3049,          prime
  3050, 2 5² 61,       
  3051, 3³ 113,        
  3052, 2² 7 109,      
  3053, 43 71,         radical
  3054, 2 3 509,       radical
  3055, 5 13 47,       radical
  3056, 2⁴ 191,        
  3057, 3 1019,        radical
  3058, 2 11 139,      radical
  3059, 7 19 23,       radical
  3060, 2² 3² 5 17,    
  3061, 3061,          prime
  3062, 2 1531,        radical
  3063, 3 1021,        radical
  3064, 2³ 383,        
  3065, 5 613,         radical
  3066, 2 3 7 73,      radical
  3067, 3067,          prime
  3068, 2² 13 59,      
  3069, 3² 11 31,      
  3070, 2 5 307,       radical
  3071, 37 83,         radical
  3072, 2¹⁰ 3,         
  3073, 7 439,         radical
  3074, 2 29 53,       radical
  3075, 3 5² 41,       
  3076, 2² 769,        
  3077, 17 181,        radical
  3078, 2 3⁴ 19,       
  3079, 3079,          prime
  3080, 2³ 5 7 11,     
  3081, 3 13 79,       radical
  3082, 2 23 67,       radical
  3083, 3083,          prime
  3084, 2² 3 257,      
  3085, 5 617,         radical
  3086, 2 1543,        radical
  3087, 3² 7³,         
  3088, 2⁴ 193,        
  3089, 3089,          prime
  3090, 2 3 5 103,     radical
  3091, 11 281,        radical
  3092, 2² 773,        
  3093, 3 1031,        radical
  3094, 2 7 13 17,     radical
  3095, 5 619,         radical
  3096, 2³ 3² 43,      
  3097, 19 163,        radical
  3098, 2 1549,        radical
  3099, 3 1033,        radical
  3100, 2² 5² 31,      
  3101, 7 443,         radical
  3102, 2 3 11 47,     radical
  3103, 29 107,        radical
  3104, 2⁵ 97,         
  3105, 3³ 5 23,       
  3106, 2 1553,        radical
  3107, 13 239,        radical
  3108, 2² 3 7 37,     
  3109, 3109,          prime
  3110, 2 5 311,       radical
  3111, 3 17 61,       radical
  3112, 2³ 389,        
  3113, 11 283,        radical
  3114, 2 3² 173,      
  3115, 5 7 89,        radical
  3116, 2² 19 41,      
  3117, 3 1039,        radical
  3118, 2 1559,        radical
  3119, 3119,          prime
  3120, 2⁴ 3 5 13,     
  3121, 3121,          prime
  3122, 2 7 223,       radical
  3123, 3² 347,        
  3124, 2² 11 71,      
  3125, 5⁵,            prime power
  3126, 2 3 521,       radical
  3127, 53 59,         radical
  3128, 2³ 17 23,      
  3129, 3 7 149,       radical
  3130, 2 5 313,       radical
  3131, 31 101,        radical
  3132, 2² 3³ 29,      
  3133, 13 241,        radical
  3134, 2 1567,        radical
  3135, 3 5 11 19,     radical
  3136, 2⁶ 7²,         
  3137, 3137,          prime
  3138, 2 3 523,       radical
  3139, 43 73,         radical
  3140, 2² 5 157,      
  3141, 3² 349,        
  3142, 2 1571,        radical
  3143, 7 449,         radical
  3144, 2³ 3 131,      
  3145, 5 17 37,       radical
  3146, 2 11² 13,      
  3147, 3 1049,        radical
  3148, 2² 787,        
  3149, 47 67,         radical
  3150, 2 3² 5² 7,     
  3151, 23 137,        radical
  3152, 2⁴ 197,        
  3153, 3 1051,        radical
  3154, 2 19 83,       radical
  3155, 5 631,         radical
  3156, 2² 3 263,      
  3157, 7 11 41,       radical
  3158, 2 1579,        radical
  3159, 3⁵ 13,         
  3160, 2³ 5 79,       
  3161, 29 109,        radical
  3162, 2 3 17 31,     radical
  3163, 3163,          prime
  3164, 2² 7 113,      
  3165, 3 5 211,       radical
  3166, 2 1583,        radical
  3167, 3167,          prime
  3168, 2⁵ 3² 11,      
  3169, 3169,          prime
  3170, 2 5 317,       radical
  3171, 3 7 151,       radical
  3172, 2² 13 61,      
  3173, 19 167,        radical
  3174, 2 3 23²,       
  3175, 5² 127,        
  3176, 2³ 397,        
  3177, 3² 353,        
  3178, 2 7 227,       radical
  3179, 11 17²,        
  3180, 2² 3 5 53,     
  3181, 3181,          prime
  3182, 2 37 43,       radical
  3183, 3 1061,        radical
  3184, 2⁴ 199,        
  3185, 5 7² 13,       
  3186, 2 3³ 59,       
  3187, 3187,          prime
  3188, 2² 797,        
  3189, 3 1063,        radical
  3190, 2 5 11 29,     radical
  3191, 3191,          prime
  3192, 2³ 3 7 19,     
  3193, 31 103,        radical
  3194, 2 1597,        radical
  3195, 3² 5 71,       
  3196, 2² 17 47,      
  3197, 23 139,        radical
  3198, 2 3 13 41,     radical
  3199, 7 457,         radical
  3200, 2⁷ 5²,         
  3201, 3 11 97,       radical
  3202, 2 1601,        radical
  3203, 3203,          prime
  3204, 2² 3² 89,      
  3205, 5 641,         radical
  3206, 2 7 229,       radical
  3207, 3 1069,        radical
  3208, 2³ 401,        
  3209, 3209,          prime
  3210, 2 3 5 107,     radical
  3211, 13² 19,        
  3212, 2² 11 73,      
  3213, 3³ 7 17,       
  3214, 2 1607,        radical
  3215, 5 643,         radical
  3216, 2⁴ 3 67,       
  3217, 3217,          prime
  3218, 2 1609,        radical
  3219, 3 29 37,       radical
  3220, 2² 5 7 23,     
  3221, 3221,          prime
  3222, 2 3² 179,      
  3223, 11 293,        radical
  3224, 2³ 13 31,      
  3225, 3 5² 43,       
  3226, 2 1613,        radical
  3227, 7 461,         radical
  3228, 2² 3 269,      
  3229, 3229,          prime
  3230, 2 5 17 19,     radical
  3231, 3² 359,        
  3232, 2⁵ 101,        
  3233, 53 61,         radical
  3234, 2 3 7² 11,     
  3235, 5 647,         radical
  3236, 2² 809,        
  3237, 3 13 83,       radical
  3238, 2 1619,        radical
  3239, 41 79,         radical
  3240, 2³ 3⁴ 5,       
  3241, 7 463,         radical
  3242, 2 1621,        radical
  3243, 3 23 47,       radical
  3244, 2² 811,        
  3245, 5 11 59,       radical
  3246, 2 3 541,       radical
  3247, 17 191,        radical
  3248, 2⁴ 7 29,       
  3249, 3² 19²,        radical power
  3250, 2 5³ 13,       
  3251, 3251,          prime
  3252, 2² 3 271,      
  3253, 3253,          prime
  3254, 2 1627,        radical
  3255, 3 5 7 31,      radical
  3256, 2³ 11 37,      
  3257, 3257,          prime
  3258, 2 3² 181,      
  3259, 3259,          prime
  3260, 2² 5 163,      
  3261, 3 1087,        radical
  3262, 2 7 233,       radical
  3263, 13 251,        radical
  3264, 2⁶ 3 17,       
  3265, 5 653,         radical
  3266, 2 23 71,       radical
  3267, 3³ 11²,        
  3268, 2² 19 43,      
  3269, 7 467,         radical
  3270, 2 3 5 109,     radical
  3271, 3271,          prime
  3272, 2³ 409,        
  3273, 3 1091,        radical
  3274, 2 1637,        radical
  3275, 5² 131,        
  3276, 2² 3² 7 13,    
  3277, 29 113,        radical
  3278, 2 11 149,      radical
  3279, 3 1093,        radical
  3280, 2⁴ 5 41,       
  3281, 17 193,        radical
  3282, 2 3 547,       radical
  3283, 7² 67,         
  3284, 2² 821,        
  3285, 3² 5 73,       
  3286, 2 31 53,       radical
  3287, 19 173,        radical
  3288, 2³ 3 137,      
  3289, 11 13 23,      radical
  3290, 2 5 7 47,      radical
  3291, 3 1097,        radical
  3292, 2² 823,        
  3293, 37 89,         radical
  3294, 2 3³ 61,       
  3295, 5 659,         radical
  3296, 2⁵ 103,        
  3297, 3 7 157,       radical
  3298, 2 17 97,       radical
  3299, 3299,          prime
  3300, 2² 3 5² 11,    
  3301, 3301,          prime
  3302, 2 13 127,      radical
  3303, 3² 367,        
  3304, 2³ 7 59,       
  3305, 5 661,         radical
  3306, 2 3 19 29,     radical
  3307, 3307,          prime
  3308, 2² 827,        
  3309, 3 1103,        radical
  3310, 2 5 331,       radical
  3311, 7 11 43,       radical
  3312, 2⁴ 3² 23,      
  3313, 3313,          prime
  3314, 2 1657,        radical
  3315, 3 5 13 17,     radical
  3316, 2² 829,        
  3317, 31 107,        radical
  3318, 2 3 7 79,      radical
  3319, 3319,          prime
  3320, 2³ 5 83,       
  3321, 3⁴ 41,         
  3322, 2 11 151,      radical
  3323, 3323,          prime
  3324, 2² 3 277,      
  3325, 5² 7 19,       
  3326, 2 1663,        radical
  3327, 3 1109,        radical
  3328, 2⁸ 13,         
  3329, 3329,          prime
  3330, 2 3² 5 37,     
  3331, 3331,          prime
  3332, 2² 7² 17,      
  3333, 3 11 101,      radical
  3334, 2 1667,        radical
  3335, 5 23 29,       radical
  3336, 2³ 3 139,      
  3337, 47 71,         radical
  3338, 2 1669,        radical
  3339, 3² 7 53,       
  3340, 2² 5 167,      
  3341, 13 257,        radical
  3342, 2 3 557,       radical
  3343, 3343,          prime
  3344, 2⁴ 11 19,      
  3345, 3 5 223,       radical
  3346, 2 7 239,       radical
  3347, 3347,          prime
  3348, 2² 3³ 31,      
  3349, 17 197,        radical
  3350, 2 5² 67,       
  3351, 3 1117,        radical
  3352, 2³ 419,        
  3353, 7 479,         radical
  3354, 2 3 13 43,     radical
  3355, 5 11 61,       radical
  3356, 2² 839,        
  3357, 3² 373,        
  3358, 2 23 73,       radical
  3359, 3359,          prime
  3360, 2⁵ 3 5 7,      
  3361, 3361,          prime
  3362, 2 41²,         
  3363, 3 19 59,       radical
  3364, 2² 29²,        radical power
  3365, 5 673,         radical
  3366, 2 3² 11 17,    
  3367, 7 13 37,       radical
  3368, 2³ 421,        
  3369, 3 1123,        radical
  3370, 2 5 337,       radical
  3371, 3371,          prime
  3372, 2² 3 281,      
  3373, 3373,          prime
  3374, 2 7 241,       radical
  3375, 3³ 5³,         radical power
  3376, 2⁴ 211,        
  3377, 11 307,        radical
  3378, 2 3 563,       radical
  3379, 31 109,        radical
  3380, 2² 5 13²,      
  3381, 3 7² 23,       
  3382, 2 19 89,       radical
  3383, 17 199,        radical
  3384, 2³ 3² 47,      
  3385, 5 677,         radical
  3386, 2 1693,        radical
  3387, 3 1129,        radical
  3388, 2² 7 11²,      
  3389, 3389,          prime
  3390, 2 3 5 113,     radical
  3391, 3391,          prime
  3392, 2⁶ 53,         
  3393, 3² 13 29,      
  3394, 2 1697,        radical
  3395, 5 7 97,        radical
  3396, 2² 3 283,      
  3397, 43 79,         radical
  3398, 2 1699,        radical
  3399, 3 11 103,      radical
  3400, 2³ 5² 17,      
  3401, 19 179,        radical
  3402, 2 3⁵ 7,        
  3403, 41 83,         radical
  3404, 2² 23 37,      
  3405, 3 5 227,       radical
  3406, 2 13 131,      radical
  3407, 3407,          prime
  3408, 2⁴ 3 71,       
  3409, 7 487,         radical
  3410, 2 5 11 31,     radical
  3411, 3² 379,        
  3412, 2² 853,        
  3413, 3413,          prime
  3414, 2 3 569,       radical
  3415, 5 683,         radical
  3416, 2³ 7 61,       
  3417, 3 17 67,       radical
  3418, 2 1709,        radical
  3419, 13 263,        radical
  3420, 2² 3² 5 19,    
  3421, 11 311,        radical
  3422, 2 29 59,       radical
  3423, 3 7 163,       radical
  3424, 2⁵ 107,        
  3425, 5² 137,        
