# "Odd core neighbor" fingerprints by Collatz odd-to-odd stopping distance
#
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `n`       a positive odd integer
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `base2`   the binary representation of n
# `factors` the prime factors of n

dist,     n,        nl,        nr,           base2, factors
  53,  6879,  (3439 1),   (215 5),   1101011011111, {3 2293}
  53,  6891,  (3445 1),  (1723 2),   1101011101011, {3 2297}
  53,  6899,  (3449 1),  (1725 2),   1101011110011, {6899}
  53,  6911,  (3455 1),    (27 8),   1101011111111, {6911}
  53,  6925,  (1731 2),  (3463 1),   1101100001101, {5 277}
  53,  6929,   (433 4),  (3465 1),   1101100010001, {13 41}
  53,  6931,  (3465 1),  (1733 2),   1101100010011, {29 239}
  53,  6935,  (3467 1),   (867 3),   1101100010111, {5 19 73}
  53,  6955,  (3477 1),  (1739 2),   1101100101011, {5 13 107}
  53,  6981,  (1745 2),  (3491 1),   1101101000101, {3 13 179}
  53,  6987,  (3493 1),  (1747 2),   1101101001011, {3 17 137}
  53,  6989,  (1747 2),  (3495 1),   1101101001101, {29 241}
  53,  7003,  (3501 1),  (1751 2),   1101101011011, {47 149}
  53,  7031,  (3515 1),   (879 3),   1101101110111, {79 89}
  53,  7037,  (1759 2),  (3519 1),   1101101111101, {31 227}
  53,  7069,  (1767 2),  (3535 1),   1101110011101, {7069}
  53,  7103,  (3551 1),   (111 6),   1101110111111, {7103}
  53,  7111,  (3555 1),   (889 3),   1101111000111, {13 547}
  53,  7117,  (1779 2),  (3559 1),   1101111001101, {11 647}
  53,  7121,   (445 4),  (3561 1),   1101111010001, {7121}
  53,  7183,  (3591 1),   (449 4),   1110000001111, {11 653}
  53,  7527,  (3763 1),   (941 3),   1110101100111, {3 13 193}
  54,  1145,   (143 3),   (573 1),     10001111001, {5 229}
  54,  1153,     (9 7),   (577 1),     10010000001, {1153}
  54,  1163,   (581 1),   (291 2),     10010001011, {1163}
  54,  1185,    (37 5),   (593 1),     10010100001, {3 5 79}
  54,  2279,  (1139 1),   (285 3),    100011100111, {43 53}
  54,  2281,   (285 3),  (1141 1),    100011101001, {2281}
  54,  2291,  (1145 1),   (573 2),    100011110011, {29 79}
  54,  2299,  (1149 1),   (575 2),    100011111011, {11 19}
  54,  2307,  (1153 1),   (577 2),    100100000011, {3 769}
  54,  2311,  (1155 1),   (289 3),    100100000111, {2311}
  54,  2327,  (1163 1),   (291 3),    100100010111, {13 179}
  54,  2329,   (291 3),  (1165 1),    100100011001, {17 137}
  54,  2343,  (1171 1),   (293 3),    100100100111, {3 11 71}
  54,  2345,   (293 3),  (1173 1),    100100101001, {5 7 67}
  54,  2371,  (1185 1),   (593 2),    100101000011, {2371}
  54,  4511,  (2255 1),   (141 5),   1000110011111, {13 347}
  54,  4553,   (569 3),  (2277 1),   1000111001001, {29 157}
  54,  4559,  (2279 1),   (285 4),   1000111001111, {47 97}
  54,  4563,  (2281 1),  (1141 2),   1000111010011, {3 13}
  54,  4577,   (143 5),  (2289 1),   1000111100001, {23 199}
  54,  4581,  (1145 2),  (2291 1),   1000111100101, {3 509}
  54,  4585,   (573 3),  (2293 1),   1000111101001, {5 7 131}
  54,  4599,  (2299 1),   (575 3),   1000111110111, {3 7 73}
  54,  4607,  (2303 1),     (9 9),   1000111111111, {17 271}
  54,  4613,  (1153 2),  (2307 1),   1001000000101, {7 659}
  54,  4619,  (2309 1),  (1155 2),   1001000001011, {31 149}
  54,  4623,  (2311 1),   (289 4),   1001000001111, {3 23 67}
  54,  4653,  (1163 2),  (2327 1),   1001000101101, {3 11 47}
  54,  4657,   (291 4),  (2329 1),   1001000110001, {4657}
  54,  4659,  (2329 1),  (1165 2),   1001000110011, {3 1553}
  54,  4687,  (2343 1),   (293 4),   1001001001111, {43 109}
  54,  4689,   (293 4),  (2345 1),   1001001010001, {3 521}
  54,  4691,  (2345 1),  (1173 2),   1001001010011, {4691}
  54,  4713,   (589 3),  (2357 1),   1001001101001, {3 1571}
  54,  4735,  (2367 1),    (37 7),   1001001111111, {5 947}
  54,  4741,  (1185 2),  (2371 1),   1001010000101, {11 431}
  54,  4747,  (2373 1),  (1187 2),   1001010001011, {47 101}
  54,  8943,  (4471 1),   (559 4),  10001011101111, {3 11 271}
  54,  9023,  (4511 1),   (141 6),  10001100111111, {7 1289}
  54,  9105,   (569 4),  (4553 1),  10001110010001, {3 5 607}
  54,  9107,  (4553 1),  (2277 2),  10001110010011, {7 1301}
  54,  9115,  (4557 1),  (2279 2),  10001110011011, {5 1823}
  54,  9117,  (2279 2),  (4559 1),  10001110011101, {3 1013}
  54,  9125,  (2281 2),  (4563 1),  10001110100101, {5 73}
  54,  9127,  (4563 1),  (1141 3),  10001110100111, {9127}
  54,  9131,  (4565 1),  (2283 2),  10001110101011, {23 397}
  54,  9153,   (143 6),  (4577 1),  10001111000001, {3 113}
  54,  9155,  (4577 1),  (2289 2),  10001111000011, {5 1831}
  54,  9161,  (1145 3),  (4581 1),  10001111001001, {9161}
  54,  9165,  (2291 2),  (4583 1),  10001111001101, {3 5 13 47}
  54,  9169,   (573 4),  (4585 1),  10001111010001, {53 173}
  54,  9171,  (4585 1),  (2293 2),  10001111010011, {3 1019}
  54,  9195,  (4597 1),  (2299 2),  10001111101011, {3 5 613}
  54,  9197,  (2299 2),  (4599 1),  10001111101101, {17 541}
  54,  9215,  (4607 1),    (9 10),  10001111111111, {5 19 97}
  54,  9229,  (2307 2),  (4615 1),  10010000001101, {11 839}
  54,  9233,   (577 4),  (4617 1),  10010000010001, {7 1319}
  54,  9239,  (4619 1),  (1155 3),  10010000010111, {9239}
  54,  9241,  (1155 3),  (4621 1),  10010000011001, {9241}
  54,  9245,  (2311 2),  (4623 1),  10010000011101, {5 43}
  54,  9255,  (4627 1),  (1157 3),  10010000100111, {3 5 617}
  54,  9273,  (1159 3),  (4637 1),  10010000111001, {3 11 281}
  54,  9275,  (4637 1),  (2319 2),  10010000111011, {5 7 53}
  54,  9309,  (2327 2),  (4655 1),  10010001011101, {3 29 107}
  54,  9315,  (4657 1),  (2329 2),  10010001100011, {3 5 23}
  54,  9317,  (2329 2),  (4659 1),  10010001100101, {7 11}
  54,  9337,  (1167 3),  (4669 1),  10010001111001, {9337}
  54,  9339,  (4669 1),  (2335 2),  10010001111011, {3 11 283}
  54,  9373,  (2343 2),  (4687 1),  10010010011101, {7 13 103}
  54,  9379,  (4689 1),  (2345 2),  10010010100011, {83 113}
  54,  9381,  (2345 2),  (4691 1),  10010010100101, {3 53 59}
  54,  9425,   (589 4),  (4713 1),  10010011010001, {5 13 29}
  54,  9427,  (4713 1),  (2357 2),  10010011010011, {11 857}
  54,  9435,  (4717 1),  (2359 2),  10010011011011, {3 5 17 37}
  54,  9447,  (4723 1),  (1181 3),  10010011100111, {3 47 67}
  54,  9451,  (4725 1),  (2363 2),  10010011101011, {13 727}
  54,  9455,  (4727 1),   (591 4),  10010011101111, {5 31 61}
  54,  9471,  (4735 1),    (37 8),  10010011111111, {3 7 11 41}
  54,  9481,  (1185 3),  (4741 1),  10010100001001, {19 499}
  54,  9485,  (2371 2),  (4743 1),  10010100001101, {5 7 271}
  54,  9489,   (593 4),  (4745 1),  10010100010001, {3 3163}
  54,  9495,  (4747 1),  (1187 3),  10010100010111, {3 5 211}
  54,  9503,  (4751 1),   (297 5),  10010100011111, {13 17 43}
  54,  9577,  (1197 3),  (4789 1),  10010101101001, {61 157}
  54,  9579,  (4789 1),  (2395 2),  10010101101011, {3 31 103}
  54,  9759,  (4879 1),   (305 5),  10011000011111, {3 3253}
  54,  9775,  (4887 1),   (611 4),  10011000101111, {5 17 23}
  55,   763,   (381 1),   (191 2),      1011111011, {7 109}
  55,   775,   (387 1),    (97 3),      1100000111, {5 31}
  55,  1519,   (759 1),    (95 4),     10111101111, {7 31}
  55,  1527,   (763 1),   (191 3),     10111110111, {3 509}
  55,  1537,     (3 9),   (769 1),     11000000001, {29 53}
  55,  1551,   (775 1),    (97 4),     11000001111, {3 11 47}
  55,  1563,   (781 1),   (391 2),     11000011011, {3 521}
  55,  3007,  (1503 1),    (47 6),    101110111111, {31 97}
  55,  3035,  (1517 1),   (759 2),    101111011011, {5 607}
  55,  3039,  (1519 1),    (95 5),    101111011111, {3 1013}
  55,  3041,    (95 5),  (1521 1),    101111100001, {3041}
  55,  3051,  (1525 1),   (763 2),    101111101011, {3 113}
  55,  3053,   (763 2),  (1527 1),    101111101101, {43 71}
  55,  3065,   (383 3),  (1533 1),    101111111001, {5 613}
  55,  3071,  (1535 1),    (3 10),    101111111111, {37 83}
  55,  3075,  (1537 1),   (769 2),    110000000011, {3 5 41}
  55,  3079,  (1539 1),   (385 3),    110000000111, {3079}
  55,  3081,   (385 3),  (1541 1),    110000001001, {3 13 79}
  55,  3101,   (775 2),  (1551 1),    110000011101, {7 443}
  55,  3105,    (97 5),  (1553 1),    110000100001, {3 5 23}
  55,  3127,  (1563 1),   (391 3),    110000110111, {53 59}
  55,  3161,   (395 3),  (1581 1),    110001011001, {29 109}
  55,  6015,  (3007 1),    (47 7),   1011101111111, {3 5 401}
  55,  6071,  (3035 1),   (759 3),   1011110110111, {13 467}
  55,  6077,  (1519 2),  (3039 1),   1011110111101, {59 103}
  55,  6083,  (3041 1),  (1521 2),   1011111000011, {7 11 79}
  55,  6087,  (3043 1),   (761 3),   1011111000111, {3 2029}
  55,  6103,  (3051 1),   (763 3),   1011111010111, {17 359}
  55,  6107,  (3053 1),  (1527 2),   1011111011011, {31 197}
  55,  6109,  (1527 2),  (3055 1),   1011111011101, {41 149}
  55,  6113,   (191 5),  (3057 1),   1011111100001, {6113}
  55,  6131,  (3065 1),  (1533 2),   1011111110011, {6131}
  55,  6143,  (3071 1),    (3 11),   1011111111111, {6143}
  55,  6149,  (1537 2),  (3075 1),   1100000000101, {11 13 43}
  55,  6155,  (3077 1),  (1539 2),   1100000001011, {5 1231}
  55,  6159,  (3079 1),   (385 4),   1100000001111, {3 2053}
  55,  6163,  (3081 1),  (1541 2),   1100000010011, {6163}
  55,  6183,  (3091 1),   (773 3),   1100000100111, {3 229}
  55,  6205,  (1551 2),  (3103 1),   1100000111101, {5 17 73}
  55,  6209,    (97 6),  (3105 1),   1100001000001, {7 887}
  55,  6211,  (3105 1),  (1553 2),   1100001000011, {6211}
  55,  6249,   (781 3),  (3125 1),   1100001101001, {3 2083}
  55,  6253,  (1563 2),  (3127 1),   1100001101101, {13 37}
  55,  6283,  (3141 1),  (1571 2),   1100010001011, {61 103}
  55,  6303,  (3151 1),   (197 5),   1100010011111, {3 11 191}
  55,  6313,   (789 3),  (3157 1),   1100010101001, {59 107}
  55,  6321,   (395 4),  (3161 1),   1100010110001, {3 7 43}
  55,  6323,  (3161 1),  (1581 2),   1100010110011, {6323}
  55,  6329,   (791 3),  (3165 1),   1100010111001, {6329}
  55,  6335,  (3167 1),    (99 6),   1100010111111, {5 7 181}
  56,  1017,   (127 3),   (509 1),      1111111001, {3 113}
  56,  1033,   (129 3),   (517 1),     10000001001, {1033}
  56,  2023,  (1011 1),   (253 3),     11111100111, {7 17}
  56,  2025,   (253 3),  (1013 1),     11111101001, {3 5}
  56,  2027,  (1013 1),   (507 2),     11111101011, {2027}
  56,  2035,  (1017 1),   (509 2),     11111110011, {5 11 37}
  56,  2043,  (1021 1),   (511 2),     11111111011, {3 227}
  56,  2047,  (1023 1),    (1 11),     11111111111, {23 89}
  56,  2049,    (1 11),  (1025 1),    100000000001, {3 683}
  56,  2067,  (1033 1),   (517 2),    100000010011, {3 13 53}
  56,  2107,  (1053 1),   (527 2),    100000111011, {7 43}
  56,  4009,   (501 3),  (2005 1),    111110101001, {19 211}
  56,  4047,  (2023 1),   (253 4),    111111001111, {3 19 71}
  56,  4051,  (2025 1),  (1013 2),    111111010011, {4051}
  56,  4055,  (2027 1),   (507 3),    111111010111, {5 811}
  56,  4069,  (1017 2),  (2035 1),    111111100101, {13 313}
  56,  4071,  (2035 1),   (509 3),    111111100111, {3 23 59}
  56,  4075,  (2037 1),  (1019 2),    111111101011, {5 163}
  56,  4087,  (2043 1),   (511 3),    111111110111, {61 67}
  56,  4095,  (2047 1),    (1 12),    111111111111, {3 5 7 13}
  56,  4099,  (2049 1),  (1025 2),   1000000000011, {4099}
  56,  4103,  (2051 1),   (513 3),   1000000000111, {11 373}
  56,  4105,   (513 3),  (2053 1),   1000000001001, {5 821}
  56,  4133,  (1033 2),  (2067 1),   1000000100101, {4133}
  56,  4139,  (2069 1),  (1035 2),   1000000101011, {4139}
  56,  4169,   (521 3),  (2085 1),   1000001001001, {11 379}
  56,  4215,  (2107 1),   (527 3),   1000001110111, {3 5 281}
  56,  4219,  (2109 1),  (1055 2),   1000001111011, {4219}
  56,  4223,  (2111 1),    (33 7),   1000001111111, {41 103}
  56,  8019,  (4009 1),  (2005 2),   1111101010011, {3 11}
  56,  8093,  (2023 2),  (4047 1),   1111110011101, {8093}
  56,  8101,  (2025 2),  (4051 1),   1111110100101, {8101}
  56,  8109,  (2027 2),  (4055 1),   1111110101101, {3 17 53}
  56,  8137,  (1017 3),  (4069 1),   1111111001001, {79 103}
  56,  8141,  (2035 2),  (4071 1),   1111111001101, {7 1163}
  56,  8143,  (4071 1),   (509 4),   1111111001111, {17 479}
  56,  8145,   (509 4),  (4073 1),   1111111010001, {3 5 181}
