# Odd core environment

This is a list of the first 5000 integers in consecutive order. For every integer n:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of oc.
- ternary and binary representations of the oc are given.
- residues of oc modulo a set of small primes then follow (`m3`, `m5`, etc).

oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
965,2,5,1022202,1111000101,2,0,6,8,3,13,15,22,8,4
3861,0,5,12022000,111100010101,0,1,4,0,0,2,4,20,4,17
1931,1,51,2122112,11110001011,2,1,6,6,7,10,12,22,17,9
3863,0,51,12022002,111100010111,2,3,6,2,2,4,6,22,6,19
483,3,5,122220,111100011,0,3,0,10,2,7,8,0,19,18
3865,0,51,12022011,111100011001,1,0,1,4,4,6,8,1,8,21
1933,1,5,2122121,11110001101,1,3,1,8,9,12,14,1,19,11
3867,0,27,12022020,111100011011,0,2,3,6,6,8,10,3,10,23
967,2,51,1022211,1111000111,1,2,1,10,5,15,17,1,10,6
3869,0,51,12022022,111100011101,2,4,5,8,8,10,12,5,12,25
1935,1,51,2122200,11110001111,0,0,3,10,11,14,16,3,21,13
3871,0,39,12022101,111100011111,1,1,0,10,10,12,14,7,14,27
121,5,34,11111,1111001,1,1,2,0,4,2,7,6,5,28
3873,0,15,12022110,111100100001,0,3,2,1,12,14,16,9,16,29
1937,1,15,2122202,11110010001,2,2,5,1,0,16,18,5,23,15
3875,0,15,12022112,111100100011,2,0,4,3,1,16,18,11,18,0
969,2,15,1022220,1111001001,0,4,3,1,7,0,0,3,12,8
3877,0,15,12022121,111100100101,1,2,6,5,3,1,1,13,20,2
1939,1,15,2122211,11110010011,1,4,0,3,2,1,1,7,25,17
3879,0,51,12022200,111100100111,0,4,1,7,5,3,3,15,22,4
485,3,34,122222,111100101,2,0,2,1,4,9,10,2,21,20
3881,0,51,12022202,111100101001,2,1,3,9,7,5,5,17,24,6
1941,1,34,2122220,11110010101,0,1,2,5,4,3,3,9,27,19
3883,0,15,12022211,111100101011,1,3,5,0,9,7,7,19,26,8
971,2,10,1022222,1111001011,2,1,5,3,9,2,2,5,14,10
3885,0,10,12022220,111100101101,0,0,0,2,11,9,9,21,28,10
1943,1,10,2122222,11110010111,2,3,4,7,6,5,5,11,0,21
3887,0,15,12022222,111100101111,2,2,2,4,0,11,11,0,1,12
243,4,34,100000,11110011,0,3,5,1,9,5,15,13,11,26
3889,0,10,12100001,111100110001,1,4,4,6,2,13,13,2,3,14
1945,1,10,2200001,11110011001,1,0,6,9,8,7,7,13,2,23
3891,0,10,12100010,111100110011,0,1,6,8,4,15,15,4,5,16
973,2,34,1100001,1111001101,1,3,0,5,11,4,4,7,16,12
3893,0,34,12100012,111100110101,2,3,1,10,6,0,17,6,7,18
1947,1,27,2200010,11110011011,0,2,1,0,10,9,9,15,4,25
3895,0,27,12100021,111100110111,1,0,3,1,8,2,0,8,9,20
487,3,51,200001,111100111,1,2,4,3,6,11,12,4,23,22
3897,0,51,12100100,111100111001,0,2,5,3,10,4,2,10,11,22
1949,1,51,2200012,11110011101,2,4,3,2,12,11,11,17,6,27
3899,0,51,12100102,111100111011,2,4,0,5,12,6,4,12,13,24
975,2,51,1100010,1111001111,0,0,2,7,0,6,6,9,18,14
3901,0,51,12100111,111100111101,1,1,2,7,1,8,6,14,15,26
1951,1,63,2200021,11110011111,1,1,5,4,1,13,13,19,8,29
3903,0,63,12100120,111100111111,0,3,4,9,3,10,8,16,17,28
61,6,5,2021,111101,1,1,5,6,9,10,4,15,3,30
3905,0,34,12100122,111101000001,2,0,6,0,5,12,10,18,19,30
1953,1,10,2200100,11110100001,0,3,0,6,3,15,15,21,10,0
3907,0,10,12100201,111101000011,1,2,1,2,7,14,12,20,21,1
977,2,34,1100012,1111010001,2,2,4,9,2,8,8,11,20,16
3909,0,34,12100210,111101000101,0,4,3,4,9,16,14,22,23,3
1955,1,34,2200102,11110100011,2,0,2,8,5,0,17,0,12,2
3911,0,27,12100212,111101000111,2,1,5,6,11,1,16,1,25,5
489,3,15,200010,111101001,0,4,6,5,8,13,14,6,25,24
3913,0,51,12100221,111101001001,1,3,0,8,0,3,18,3,27,7
1957,1,15,2200111,11110100101,1,2,4,10,7,2,0,2,14,4
3915,0,34,12101000,111101001011,0,0,2,10,2,5,1,5,0,9
979,2,15,1100021,1111010011,1,4,6,0,4,10,10,13,22,18
3917,0,15,12101002,111101001101,2,2,4,1,4,7,3,7,2,11
1959,1,27,2200120,11110100111,0,4,6,1,9,4,2,4,16,6
3919,0,27,12101011,111101001111,1,4,6,3,6,9,5,9,4,13
245,4,5,100002,11110101,2,0,0,3,11,7,17,15,13,28
3921,0,15,12101020,111101010001,0,1,1,5,8,11,7,11,6,15
1961,1,63,2200122,11110101001,2,1,1,3,11,6,4,6,18,8
3923,0,63,12101022,111101010011,2,3,3,7,10,13,9,13,8,17
981,2,5,1100100,1111010101,0,1,1,2,6,12,12,15,24,20
3925,0,5,12101101,111101010101,1,0,5,9,12,15,11,15,10,19
1963,1,27,2200201,11110101011,1,3,3,5,0,8,6,8,20,10
3927,0,27,12101110,111101010111,0,2,0,0,1,0,13,17,12,21
491,3,51,200012,111101011,2,1,1,7,10,15,16,8,27,26
3929,0,34,12101112,111101011001,2,4,2,2,3,2,15,19,14,23
1965,1,51,2200210,11110101101,0,0,5,7,2,10,8,10,22,12
3931,0,27,12101121,111101011011,1,1,4,4,5,4,17,21,16,25
983,2,51,1100102,1111010111,2,3,3,4,8,14,14,17,26,22
3933,0,51,12101200,111101011101,0,3,6,6,7,6,0,0,18,27
1967,1,34,2200212,11110101111,2,2,0,9,4,12,10,12,24,14
3935,0,34,12101202,111101011111,2,0,1,8,9,8,2,2,20,29
123,5,15,11120,1111011,0,3,4,2,6,4,9,8,7,30
3937,0,44,12101211,111101100001,1,2,3,10,11,10,4,4,22,0
1969,1,5,2200221,11110110001,1,4,2,0,6,14,12,14,26,16
3939,0,5,12101220,111101100011,0,4,5,1,0,12,6,6,24,2
985,2,5,1100111,1111011001,1,0,5,6,10,16,16,19,28,24
3941,0,5,12101222,111101100101,2,1,0,3,2,14,8,8,26,4
1971,1,5,2201000,11110110011,0,1,4,2,8,16,14,16,28,18
3943,0,63,12102001,111101100111,1,3,2,5,4,16,10,10,28,6
493,3,15,200021,111101101,1,3,3,9,12,0,18,10,0,28
3945,0,34,12102010,111101101001,0,0,4,7,6,1,12,12,1,8
1973,1,15,2201002,11110110101,2,3,6,4,10,1,16,18,1,20
3947,0,68,12102012,111101101011,2,2,6,9,8,3,14,14,3,10
987,2,10,1100120,1111011011,0,2,0,8,12,1,18,21,1,26
3949,0,10,12102021,111101101101,1,4,1,0,10,5,16,16,5,12
1975,1,10,2201011,11110110111,1,0,1,6,12,3,18,20,3,22
3951,0,24,12102100,111101101111,0,1,3,2,12,7,18,18,7,14
247,4,15,100011,11110111,1,2,2,5,0,9,0,17,15,30
3953,0,15,12102102,111101110001,2,3,5,4,1,9,1,20,9,16
1977,1,51,2201020,11110111001,0,2,3,8,1,5,1,22,5,24
3955,0,51,12102111,111101110011,1,0,0,6,3,11,3,22,11,18
989,2,15,1100122,1111011101,2,4,2,10,1,3,1,0,3,28
3957,0,15,12102120,111101110101,0,2,2,8,5,13,5,1,13,20
1979,1,51,2201022,11110111011,2,4,5,10,3,7,3,1,7,26
3959,0,51,12102122,111101110111,2,4,4,10,7,15,7,3,15,22
495,3,34,200100,111101111,0,0,5,0,1,2,1,12,2,30
3961,0,15,12102201,111101111001,1,1,6,1,9,0,9,5,17,24
1981,1,34,2201101,11110111101,1,1,0,1,5,9,5,3,9,28
3963,0,15,12102210,111101111011,0,3,1,3,11,2,11,7,19,26
991,2,34,1100201,1111011111,1,1,4,1,3,5,3,2,5,30
3965,0,34,12102212,111101111101,2,0,3,5,0,4,13,9,21,28
1983,1,15,2201110,11110111111,0,3,2,3,7,11,7,5,11,30
3967,0,15,12102221,111101111111,1,2,5,7,2,6,15,11,23,30
31,7,39,1011,11111,1,1,3,9,5,14,12,8,2,0
3969,0,51,12110000,111110000001,0,4,0,9,4,8,17,13,25,1
1985,1,15,2201112,11111000001,2,0,4,5,9,13,9,7,13,1
3971,0,15,12110002,111110000011,2,1,2,0,6,10,0,15,27,3
993,2,32,1100210,1111100001,0,3,6,3,5,7,5,4,7,1
3973,0,32,12110011,111110000101,1,3,4,2,8,12,2,17,0,5
1987,1,32,2201121,11111000011,1,2,6,7,11,15,11,9,15,3
3975,0,15,12110020,111110000111,0,0,6,4,10,14,4,19,2,7
497,3,5,200102,111110001,2,2,0,2,3,4,3,14,4,1
3977,0,51,12110022,111110001001,2,2,1,6,12,16,6,21,4,9
1989,1,5,2201200,11111000101,0,4,1,9,0,0,13,11,17,5
3979,0,32,12110101,111110001011,1,4,3,8,1,1,8,0,6,11
995,2,5,1100212,1111100011,2,0,1,5,7,9,7,6,9,3
3981,0,5,12110110,111110001101,0,1,5,10,3,3,10,2,8,13
1991,1,15,2201202,11111000111,2,1,3,0,2,2,15,13,19,7
3983,0,15,12110112,111110001111,2,3,0,1,5,5,12,4,10,15
249,4,15,100020,11111001,0,4,4,7,2,11,2,19,17,1
3985,0,15,12110121,111110010001,1,0,2,3,7,7,14,6,12,17
1993,1,15,2201211,11111001001,1,3,5,2,4,4,17,15,21,9
3987,0,15,12110200,111110010011,0,2,4,5,9,9,16,8,14,19
997,2,15,1100221,1111100101,1,2,3,7,9,11,9,8,11,5
3989,0,15,12110202,111110010101,2,4,6,7,11,11,18,10,16,21
1995,1,15,2201220,11111001011,0,0,0,4,6,6,0,17,23,11
3991,0,15,12110211,111110010111,1,1,1,9,0,13,1,12,18,23
499,3,15,200111,111110011,1,4,2,4,5,6,5,16,6,3
3993,0,15,12110220,111110011001,0,3,3,0,2,15,3,14,20,25
1997,1,15,2201222,11111001101,2,2,2,6,8,8,2,19,25,13
3995,0,27,12110222,111110011011,2,0,5,2,4,0,5,16,22,27
999,2,15,1101000,1111100111,0,4,5,9,11,13,11,10,13,7
3997,0,15,12111001,111110011101,1,2,0,4,6,2,7,18,24,29
1999,1,15,2202001,11111001111,1,4,4,8,10,10,4,21,27,15
3999,0,68,12111010,111110011111,0,4,2,6,8,4,9,20,26,0
125,5,39,11122,1111101,2,0,6,4,8,6,11,10,9,1
4001,0,12,12111012,111110100001,2,1,4,8,10,6,11,22,28,2
2001,1,15,2202010,11111010001,0,1,6,10,12,12,6,0,0,17
4003,0,15,12111021,111110100011,1,3,6,10,12,8,13,1,1,4
1001,2,51,1101002,1111101001,2,1,0,0,0,15,13,12,15,9
4005,0,51,12111100,111110100101,0,0,1,1,1,10,15,3,3,6
2003,1,51,2202012,11111010011,2,3,1,1,1,14,8,2,2,19
4007,0,12,12111102,111110100111,2,2,3,3,3,12,17,5,5,8
501,3,39,200120,111110101,0,1,4,6,7,8,7,18,8,5
4009,0,56,12111111,111110101001,1,4,5,5,5,14,0,7,7,10
2005,1,39,2202021,11111010101,1,0,3,3,3,16,10,4,4,21
4011,0,68,12111120,111110101011,0,1,0,7,7,16,2,9,9,12
1003,2,12,1101011,1111101011,1,3,2,2,2,0,15,14,17,11
4013,0,12,12111122,111110101101,2,3,2,9,9,1,4,11,11,14
2007,1,12,2202100,11111010111,0,2,5,5,5,1,12,6,6,23
4015,0,12,12111201,111110101111,1,0,4,0,11,3,6,13,13,16
251,4,22,100022,11111011,2,1,6,9,4,13,4,21,19,3
4017,0,5,12111210,111110110001,0,2,6,2,0,5,8,15,15,18
2009,1,5,2202102,11111011001,2,4,0,7,7,3,14,8,8,25
4019,0,5,12111212,111110110011,2,4,1,4,2,7,10,17,17,20
1005,2,22,1101020,1111101101,0,0,4,4,4,2,17,16,19,13
4021,0,22,12111221,111110110101,1,1,3,6,4,9,12,19,19,22
2011,1,12,2202111,11111011011,1,1,2,9,9,5,16,10,10,27
4023,0,12,12112000,111110110111,0,3,5,8,6,11,14,21,21,24
503,3,22,200122,111110111,2,3,6,8,9,10,9,20,10,7
4025,0,22,12112002,111110111001,2,0,0,10,8,13,16,0,23,26
2013,1,22,2202120,11111011101,0,3,4,0,11,7,18,12,12,29
4027,0,22,12112011,111110111011,1,2,2,1,10,15,18,2,25,28
1007,2,32,1101022,1111101111,2,2,6,6,6,4,0,18,21,15
4029,0,32,12112020,111110111101,0,4,4,3,12,0,1,4,27,30
2015,1,32,2202122,11111011111,2,0,6,2,0,9,1,14,14,0
4031,0,32,12112022,111110111111,2,1,6,5,1,2,3,6,0,1
63,6,39,2100,111111,0,3,0,8,11,12,6,17,5,1
4033,0,22,12112101,111111000001,1,3,1,7,3,4,5,8,2,3
2017,1,22,2202201,11111100001,1,2,1,4,2,11,3,16,16,2
4035,0,22,12112110,111111000011,0,0,3,9,5,6,7,10,4,5
1009,2,39,1101101,1111110001,1,4,1,8,8,6,2,20,23,17
4037,0,39,12112112,111111000101,2,2,5,0,7,8,9,12,6,7
2019,1,39,2202210,11111100011,0,4,3,6,4,13,5,18,18,4
4039,0,51,12112121,111111000111,1,4,0,2,9,10,11,14,8,9
505,3,20,200201,111111001,1,0,1,10,11,12,11,22,12,9
4041,0,51,12112200,111111001001,0,1,2,4,11,12,13,16,10,11
2021,1,20,2202212,11111100101,2,1,5,8,6,15,7,20,20,6
4043,0,5,12112202,111111001011,2,3,4,6,0,14,15,18,12,13
1011,2,20,1101110,1111110011,0,1,3,10,10,8,4,22,25,19
4045,0,20,12112211,111111001101,1,0,6,8,2,16,17,20,14,15
2023,1,56,2202221,11111100111,1,3,0,10,8,0,9,22,22,8
4047,0,56,12112220,111111001111,0,2,1,10,4,1,0,22,16,17
253,4,39,100101,11111101,1,3,1,0,6,15,6,0,21,5
4049,0,20,12112222,111111010001,2,4,3,1,6,3,2,1,18,19
2025,1,56,2210000,11111101001,0,0,2,1,10,2,11,1,24,10
4051,0,56,12120001,111111010011,1,1,5,3,8,5,4,3,20,21
1013,2,39,1101112,1111110101,2,3,5,1,12,10,6,1,27,21
4053,0,39,12120010,111111010101,0,3,0,5,10,7,6,5,22,23
2027,1,56,2210002,11111101011,2,2,4,3,12,4,13,3,26,12
4055,0,56,12120012,111111010111,2,0,2,7,12,9,8,7,24,25
507,3,10,200210,111111011,0,2,3,1,0,14,13,1,14,11
4057,0,39,12120021,111111011001,1,2,4,9,1,11,10,9,26,27
2029,1,10,2210011,11111101101,1,4,6,5,1,6,15,5,28,14
4059,0,20,12120100,111111011011,0,4,6,0,3,13,12,11,28,29
1015,2,10,1101121,1111110111,1,0,0,3,1,12,8,3,0,23
4061,0,10,12120102,111111011101,2,1,1,2,5,15,14,13,1,0
2031,1,20,2210020,11111101111,0,1,1,7,3,8,17,7,1,16
4063,0,20,12120111,111111011111,1,3,3,4,7,0,16,15,3,2
127,5,15,11201,1111111,1,2,1,6,10,8,13,12,11,3
4065,0,44,12120120,111111100001,0,0,5,6,9,2,18,17,5,4
2033,1,39,2210022,11111110001,2,3,3,9,5,10,0,9,3,18
4067,0,39,12120122,111111100011,2,2,0,8,11,4,1,19,7,6
1017,2,56,1101200,1111111001,0,2,2,5,3,14,10,5,2,25
4069,0,56,12120201,111111100101,1,4,2,10,0,6,3,21,9,8
2035,1,56,2210101,11111110011,1,0,5,0,7,12,2,11,5,20
4071,0,56,12120210,111111100111,0,1,4,1,2,8,5,0,11,10
509,3,15,200212,111111101,2,4,5,3,2,16,15,3,16,13
4073,0,32,12120212,111111101001,2,3,6,3,4,10,7,2,13,12
2037,1,15,2210110,11111110101,0,2,0,2,9,14,4,13,7,22
4075,0,56,12120221,111111101011,1,0,1,5,6,12,9,4,15,14
1019,2,20,1101202,1111111011,2,4,4,7,5,16,12,7,4,27
4077,0,20,12121000,111111101101,0,2,3,7,8,14,11,6,17,16
2039,1,20,2210112,11111110111,2,4,2,4,11,16,6,15,9,24
4079,0,20,12121002,111111101111,2,4,5,9,10,16,13,8,19,18
255,4,15,100110,11111111,0,0,3,2,8,0,8,2,23,7
4081,0,15,12121011,111111110001,1,1,0,0,12,1,15,10,21,20
2041,1,20,2210121,11111111001,1,1,4,6,0,1,8,17,11,26
4083,0,20,12121020,111111110011,0,3,2,2,1,3,17,12,23,22
1021,2,15,1101211,1111111101,1,1,6,9,7,1,14,9,6,29
4085,0,15,12121022,111111110101,2,0,4,4,3,5,0,14,25,24
2043,1,56,2210200,11111111011,0,3,6,8,2,3,10,19,13,28
4087,0,56,12121101,111111110111,1,2,6,6,5,7,2,16,27,26
511,3,20,200221,111111111,1,1,0,5,4,1,17,5,18,15
4089,0,20,12121110,111111111001,0,4,1,8,7,9,4,18,0,28
2045,1,20,2210202,11111111101,2,0,1,10,4,5,12,21,15,30
4091,0,44,12121112,111111111011,2,1,3,10,9,11,6,20,2,30
1023,2,20,1101220,1111111111,0,3,1,0,9,3,16,11,8,0
4093,0,20,12121121,111111111101,1,3,5,1,11,13,8,22,4,1
2047,1,56,2210211,11111111111,1,2,3,1,6,7,14,0,17,1
4095,0,56,12121200,111111111111,0,0,0,3,0,15,10,1,6,3
1,12,0,1,1,1,1,1,1,1,1,1,1,1,1
4097,0,39,12121202,1000000000001,2,2,2,5,2,0,12,3,8,5
2049,1,56,2210220,100000000001,0,4,5,3,8,9,16,2,19,3
4099,0,56,12121211,1000000000011,1,4,4,7,4,2,14,5,10,7
1025,2,10,1101222,10000000001,2,0,3,2,11,5,18,13,10,2
4101,0,10,12121220,1000000000101,0,1,6,9,6,4,16,7,12,9
2051,1,10,2210222,100000000011,2,1,0,5,10,11,18,4,21,5
4103,0,56,12121222,1000000000111,2,3,1,0,8,6,18,9,14,11
513,3,10,201000,1000000001,0,3,2,7,6,3,0,7,20,17
4105,0,56,12122001,1000000001001,1,0,3,2,10,8,1,11,16,13
2053,1,10,2211001,100000000101,1,3,2,7,12,13,1,6,23,7
4107,0,10,12122010,1000000001011,0,2,5,4,12,10,3,13,18,15
1027,2,10,1102001,10000000011,1,2,5,4,0,7,1,15,12,4
4109,0,10,12122012,1000000001101,2,4,0,6,1,12,5,15,20,17
2055,1,10,2211010,100000000111,0,0,4,9,1,15,3,8,25,9
4111,0,10,12122021,1000000001111,1,1,2,8,3,14,7,17,22,19
257,4,44,100112,100000001,2,2,5,4,10,2,10,4,25,9
4113,0,10,12122100,1000000010001,0,3,4,10,5,16,9,19,24,21
2057,1,39,2211012,100000001001,2,2,6,0,3,0,5,10,27,11
4115,0,39,12122102,1000000010011,2,0,6,1,7,1,11,21,26,23
1029,2,44,1102010,10000000101,0,4,0,6,2,9,3,17,14,6
4117,0,44,12122111,1000000010101,1,2,1,3,9,3,13,0,28,25
2059,1,10,2211021,100000001011,1,4,1,2,5,2,7,12,0,13
4119,0,10,12122120,1000000010111,0,4,3,5,11,5,15,2,1,27
515,3,44,201002,1000000011,2,0,4,9,8,5,2,9,22,19
4121,0,20,12122122,1000000011001,2,1,5,7,0,7,17,4,3,29
2061,1,44,2211100,100000001101,0,1,3,4,7,4,9,14,2,15
4123,0,32,12122201,1000000011011,1,3,0,9,2,9,0,6,5,0
1031,2,10,1102012,10000000111,2,1,2,8,4,11,5,19,16,8
4125,0,10,12122210,1000000011101,0,0,2,0,4,11,2,8,7,2
2063,1,10,2211102,100000001111,2,3,5,6,9,6,11,16,4,17
4127,0,61,12122212,1000000011111,2,2,4,2,6,13,4,10,9,4
129,5,44,11210,10000001,0,4,3,8,12,10,15,14,13,5
4129,0,68,12122221,1000000100001,1,4,6,4,8,15,6,12,11,6
2065,1,44,2211111,100000010001,1,0,0,8,11,8,13,18,6,19
4131,0,44,12200000,1000000100011,0,1,1,6,10,0,8,14,13,8
1033,2,56,1102021,10000001001,1,3,4,10,6,13,7,21,18,10
4133,0,56,12200002,1000000100101,2,3,3,8,12,2,10,16,15,10
2067,1,56,2211120,100000010011,0,2,2,10,0,10,15,20,8,21
4135,0,32,12200011,1000000100111,1,0,5,10,1,4,12,18,17,12
517,3,44,201011,1000000101,1,2,6,0,10,7,4,11,24,21
4137,0,32,12200020,1000000101001,0,2,0,1,3,6,14,20,19,14
2069,1,44,2211122,100000010101,2,4,4,1,2,12,17,22,10,23
4139,0,56,12200022,1000000101011,2,4,2,3,5,8,16,22,21,16
1035,2,44,1102100,10000001011,0,0,6,1,8,15,9,0,20,12
4141,0,44,12200101,1000000101101,1,1,4,5,7,10,18,1,23,18
2071,1,44,2211201,100000010111,1,1,6,3,4,14,0,1,12,25
4143,0,20,12200110,1000000101111,0,3,6,7,9,12,1,3,25,20
259,4,44,100121,100000011,1,4,0,6,12,4,12,6,27,11
4145,0,10,12200112,1000000110001,2,0,1,9,11,14,3,5,27,22
2073,1,10,2211210,100000011001,0,3,1,5,6,16,2,3,14,27
4147,0,10,12200121,1000000110011,1,2,3,0,0,16,5,7,0,24
1037,2,44,1102102,10000001101,2,2,1,3,10,0,11,2,22,14
4149,0,44,12200200,1000000110101,0,4,5,2,2,1,7,9,2,26
2075,1,32,2211212,100000011011,2,0,3,7,8,1,4,5,16,29
4151,0,32,12200202,1000000110111,2,1,0,4,4,3,9,11,4,28
519,3,20,201020,1000000111,0,4,1,2,12,9,6,13,26,23
4153,0,20,12200211,1000000111001,1,3,2,6,6,5,11,13,6,30
2077,1,20,2211221,100000011101,1,2,5,9,10,3,6,7,18,0
4155,0,20,12200220,1000000111011,0,0,4,8,8,7,13,15,8,1
1039,2,20,1102111,10000001111,1,4,3,5,12,2,13,4,24,16
4157,0,20,12200222,1000000111101,2,2,6,10,10,9,15,17,10,3
2079,1,15,2212000,100000011111,0,4,0,0,12,5,8,9,20,2
4159,0,15,12201001,1000000111111,1,4,1,1,12,11,17,19,12,5
65,6,8,2102,1000001,2,0,2,10,0,14,8,19,7,3
4161,0,20,12201010,1000001000001,0,1,3,3,1,13,0,21,14,7
2081,1,20,2212002,100000100001,2,1,2,2,1,7,10,11,22,4
4163,0,20,12201012,1000001000011,2,3,5,5,3,15,2,0,16,9
1041,2,44,1102120,10000010001,0,1,5,7,1,4,15,6,26,18
4165,0,44,12201021,1000001000101,1,0,0,7,5,0,4,2,18,11
2083,1,44,2212011,100000100011,1,3,4,4,3,9,12,13,24,6
4167,0,39,12201100,1000001000111,0,2,2,9,7,2,6,4,20,13
521,3,44,201022,1000001001,2,1,3,4,1,11,8,15,28,25
4169,0,56,12201102,1000001001001,2,4,4,0,9,4,8,6,22,15
2085,1,44,2212020,100000100101,0,0,6,6,5,11,14,15,26,8
4171,0,44,12201111,1000001001011,1,1,6,2,11,6,10,8,24,17
1043,2,44,1102122,10000010011,2,3,0,9,3,6,17,8,28,20
4173,0,44,12201120,1000001001101,0,3,1,4,0,8,12,10,26,19
2087,1,39,2212022,100000100111,2,2,1,8,7,13,16,17,28,10
4175,0,39,12201122,1000001001111,2,0,3,6,2,10,14,12,28,21
261,4,8,100200,100000101,0,1,2,8,1,6,14,8,0,13
4177,0,44,12201201,1000001010001,1,2,5,8,4,12,16,14,1,23
2089,1,20,2212101,100000101001,1,4,3,10,9,15,18,19,1,12
4179,0,20,12201210,1000001010011,0,4,0,10,6,14,18,16,3,25
1045,2,8,1102201,10000010101,1,0,2,0,5,8,0,10,1,22
4181,0,8,12201212,1000001010101,2,1,2,1,8,16,1,18,5,27
2091,1,10,2212110,100000101011,0,1,5,1,11,0,1,21,3,14
4183,0,10,12201221,1000001010111,1,3,4,3,10,1,3,20,7,29
523,3,44,201101,1000001011,1,3,5,6,3,13,10,17,1,27
4185,0,10,12202000,1000001011001,0,0,6,5,12,3,5,22,9,0
2093,1,44,2212112,100000101101,2,3,0,3,0,2,3,0,5,16
4187,0,20,12202002,1000001011011,2,2,1,7,1,5,7,1,11,2
1047,2,44,1102210,10000010111,0,2,4,2,7,10,2,12,3,24
4189,0,44,12202011,1000001011101,1,4,3,9,3,7,9,3,13,4
2095,1,37,2212121,100000101111,1,0,2,5,2,4,5,2,7,18
4191,0,37,12202020,1000001011111,0,1,5,0,5,9,11,5,15,6
131,5,8,11212,10000011,2,1,5,10,1,12,17,16,15,7
4193,0,20,12202022,1000001100001,2,3,0,2,7,11,13,7,17,8
2097,1,20,2212200,100000110001,0,2,4,7,4,6,7,4,9,20
4195,0,20,12202101,1000001100011,1,0,2,4,9,13,15,9,19,10
1049,2,20,1102212,10000011001,2,4,6,4,9,12,4,14,5,26
4197,0,20,12202110,1000001100101,0,2,4,6,11,15,17,11,21,12
2099,1,20,2212202,100000110011,2,4,6,9,6,8,9,6,11,22
4199,0,20,12202112,1000001100111,2,4,6,8,0,0,0,13,23,14
525,3,8,201110,1000001101,0,0,0,8,5,15,12,19,3,29
4201,0,20,12202121,1000001101001,1,1,1,10,2,2,2,15,25,16
2101,1,8,2212211,100000110101,1,1,1,0,8,10,11,8,13,24
4203,0,20,12202200,1000001101011,0,3,3,1,4,4,4,17,27,18
1051,2,32,1102221,10000011011,1,1,1,6,11,14,6,16,7,28
4205,0,32,12202202,1000001101101,2,0,5,3,6,6,6,19,0,20
2103,1,32,2212220,100000110111,0,3,3,2,10,12,13,10,15,26
4207,0,37,12202211,1000001101111,1,2,0,5,8,8,8,21,2,22
263,4,27,100202,100000111,2,3,4,10,3,8,16,10,2,15
4209,0,8,12202220,1000001110001,0,4,2,7,10,10,10,0,4,24
2105,1,44,2212222,100000111001,2,0,5,4,12,14,15,12,17,28
4211,0,44,12202222,1000001110011,2,1,4,9,12,12,12,2,6,26
1053,2,27,1110000,10000011101,0,3,3,8,0,16,8,18,9,30
4213,0,27,12210001,1000001110101,1,3,6,0,1,14,14,4,8,28
2107,1,56,2220001,100000111011,1,2,0,6,1,16,17,14,19,30
4215,0,56,12210010,1000001110111,0,0,1,2,3,16,16,6,10,30
527,3,27,201112,1000001111,2,2,2,10,7,0,14,21,5,0
4217,0,17,12210012,1000001111001,2,2,3,4,5,1,18,8,12,1
2109,1,27,2220010,100000111101,0,4,2,8,3,1,0,16,21,1
4219,0,56,12210021,1000001111011,1,4,5,6,7,3,1,10,14,3
1055,2,61,1110002,10000011111,2,0,5,10,2,1,10,20,11,1
4221,0,61,12210100,1000001111101,0,1,0,8,9,5,3,12,16,5
2111,1,61,2220012,100000111111,2,1,4,10,5,3,2,18,23,3
4223,0,56,12210102,1000001111111,2,3,2,10,11,7,5,14,18,7
33,7,8,1020,100001,0,3,5,0,7,16,14,10,4,2
4225,0,17,12210111,1000010000001,1,0,4,1,0,9,7,16,20,9
2113,1,27,2220021,100001000001,1,3,6,1,7,5,4,20,25,5
4227,0,27,12210120,1000010000011,0,2,6,3,2,11,9,18,22,11
1057,2,27,1110011,10000100001,1,2,0,1,4,3,12,22,13,3
4229,0,27,12210122,1000010000101,2,4,1,5,4,13,11,20,24,13
2115,1,27,2220100,100001000011,0,0,1,3,9,7,6,22,27,7
4231,0,10,12210201,1000010000111,1,1,3,7,6,15,13,22,26,15
529,3,8,201121,1000010001,1,4,4,1,9,2,16,0,7,2
4233,0,73,12210210,1000010001001,0,3,5,9,8,0,15,1,28,17
2117,1,8,2220102,100001000101,2,2,3,5,11,9,8,1,0,9
4235,0,17,12210212,1000010001011,2,0,0,0,10,2,17,3,1,19
1059,2,8,1110020,10000100011,0,4,2,3,6,5,14,1,15,5
4237,0,8,12210221,1000010001101,1,2,2,2,12,4,0,5,3,21
2119,1,27,2220111,100001000111,1,4,5,7,0,11,10,3,2,11
4239,0,27,12211000,1000010001111,0,4,4,4,1,6,2,7,5,23
265,4,44,100211,100001001,1,0,6,1,5,10,18,12,4,17
4241,0,37,12211002,1000010010001,2,1,6,6,3,8,4,9,7,25
2121,1,37,2220120,100001001001,0,1,0,9,2,13,12,5,4,13
4243,0,37,12211011,1000010010011,1,3,1,8,5,10,6,11,9,27
